Cancer Type,Feature Type,Clinical Outcome Endpoint,Event Time Threshold (Year),Source Group,Target Group,EA-Positive,EA-Negative,DDP-Positive,DDP-Negative
BLCA,"('MicroRNA', 'Methylation')",OS,1,WHITE,BLACK,225,64,14,6
BLCA,"('MicroRNA', 'Methylation')",PFI,1,WHITE,BLACK,187,87,9,9
BLCA,"('mRNA', 'Methylation')",OS,1,WHITE,BLACK,224,65,14,6
BLCA,"('mRNA', 'Methylation')",PFI,1,WHITE,BLACK,185,88,9,9
BLCA,"('mRNA', 'MicroRNA')",OS,1,WHITE,BLACK,230,66,14,6
BLCA,"('mRNA', 'MicroRNA')",PFI,1,WHITE,BLACK,191,90,9,9
BLCA,"('Protein', 'Methylation')",OS,1,WHITE,BLACK,188,51,11,6
BLCA,"('Protein', 'Methylation')",PFI,1,WHITE,BLACK,153,73,6,9
BLCA,"('Protein', 'MicroRNA')",OS,1,WHITE,BLACK,195,52,11,6
BLCA,"('Protein', 'MicroRNA')",PFI,1,WHITE,BLACK,159,76,6,9
BLCA,"('Protein', 'mRNA')",OS,1,WHITE,BLACK,193,53,11,6
BLCA,"('Protein', 'mRNA')",PFI,1,WHITE,BLACK,157,76,6,9
BRCA,"('MicroRNA', 'Methylation')",DFI,2,WHITE,BLACK,350,21,77,9
BRCA,"('MicroRNA', 'Methylation')",DFI,3,WHITE,BLACK,264,27,55,12
BRCA,"('MicroRNA', 'Methylation')",DFI,4,WHITE,BLACK,194,35,41,16
BRCA,"('MicroRNA', 'Methylation')",DFI,5,WHITE,BLACK,146,43,31,17
BRCA,"('MicroRNA', 'Methylation')",DSS,2,WHITE,BLACK,403,17,91,8
BRCA,"('MicroRNA', 'Methylation')",DSS,3,WHITE,BLACK,296,31,67,13
BRCA,"('MicroRNA', 'Methylation')",DSS,4,WHITE,BLACK,225,34,53,14
BRCA,"('MicroRNA', 'Methylation')",DSS,5,WHITE,BLACK,176,40,41,14
BRCA,"('MicroRNA', 'Methylation')",OS,1,WHITE,BLACK,609,14,146,5
BRCA,"('MicroRNA', 'Methylation')",OS,2,WHITE,BLACK,419,26,91,9
BRCA,"('MicroRNA', 'Methylation')",OS,3,WHITE,BLACK,311,46,67,14
BRCA,"('MicroRNA', 'Methylation')",OS,4,WHITE,BLACK,237,56,53,16
BRCA,"('MicroRNA', 'Methylation')",OS,5,WHITE,BLACK,185,70,41,16
BRCA,"('MicroRNA', 'Methylation')",PFI,1,WHITE,BLACK,598,19,143,8
BRCA,"('MicroRNA', 'Methylation')",PFI,2,WHITE,BLACK,407,37,88,14
BRCA,"('MicroRNA', 'Methylation')",PFI,3,WHITE,BLACK,299,54,65,18
BRCA,"('MicroRNA', 'Methylation')",PFI,4,WHITE,BLACK,220,66,49,23
BRCA,"('MicroRNA', 'Methylation')",PFI,5,WHITE,BLACK,166,79,37,24
BRCA,"('mRNA', 'Methylation')",DFI,2,WHITE,BLACK,358,23,77,9
BRCA,"('mRNA', 'Methylation')",DFI,3,WHITE,BLACK,269,30,55,12
BRCA,"('mRNA', 'Methylation')",DFI,4,WHITE,BLACK,197,38,41,16
BRCA,"('mRNA', 'Methylation')",DFI,5,WHITE,BLACK,148,46,31,17
BRCA,"('mRNA', 'Methylation')",DSS,2,WHITE,BLACK,412,17,92,8
BRCA,"('mRNA', 'Methylation')",DSS,3,WHITE,BLACK,303,31,68,13
BRCA,"('mRNA', 'Methylation')",DSS,4,WHITE,BLACK,230,34,54,14
BRCA,"('mRNA', 'Methylation')",DSS,5,WHITE,BLACK,180,40,42,14
BRCA,"('mRNA', 'Methylation')",OS,1,WHITE,BLACK,620,14,147,5
BRCA,"('mRNA', 'Methylation')",OS,2,WHITE,BLACK,428,26,92,9
BRCA,"('mRNA', 'Methylation')",OS,3,WHITE,BLACK,318,46,68,14
BRCA,"('mRNA', 'Methylation')",OS,4,WHITE,BLACK,242,56,54,16
BRCA,"('mRNA', 'Methylation')",OS,5,WHITE,BLACK,189,70,42,16
BRCA,"('mRNA', 'Methylation')",PFI,1,WHITE,BLACK,609,19,144,8
BRCA,"('mRNA', 'Methylation')",PFI,2,WHITE,BLACK,415,39,89,14
BRCA,"('mRNA', 'Methylation')",PFI,3,WHITE,BLACK,304,57,66,18
BRCA,"('mRNA', 'Methylation')",PFI,4,WHITE,BLACK,223,69,50,23
BRCA,"('mRNA', 'Methylation')",PFI,5,WHITE,BLACK,168,82,38,24
BRCA,"('mRNA', 'MicroRNA')",DFI,2,WHITE,BLACK,375,23,79,9
BRCA,"('mRNA', 'MicroRNA')",DFI,3,WHITE,BLACK,280,30,57,12
BRCA,"('mRNA', 'MicroRNA')",DFI,4,WHITE,BLACK,201,38,42,16
BRCA,"('mRNA', 'MicroRNA')",DFI,5,WHITE,BLACK,148,47,31,17
BRCA,"('mRNA', 'MicroRNA')",DSS,2,WHITE,BLACK,438,17,94,8
BRCA,"('mRNA', 'MicroRNA')",DSS,3,WHITE,BLACK,319,31,69,13
BRCA,"('mRNA', 'MicroRNA')",DSS,4,WHITE,BLACK,236,35,54,14
BRCA,"('mRNA', 'MicroRNA')",DSS,5,WHITE,BLACK,183,41,41,14
BRCA,"('mRNA', 'MicroRNA')",OS,1,WHITE,BLACK,663,20,152,5
BRCA,"('mRNA', 'MicroRNA')",OS,2,WHITE,BLACK,454,28,94,9
BRCA,"('mRNA', 'MicroRNA')",OS,3,WHITE,BLACK,334,49,69,14
BRCA,"('mRNA', 'MicroRNA')",OS,4,WHITE,BLACK,248,61,54,17
BRCA,"('mRNA', 'MicroRNA')",OS,5,WHITE,BLACK,192,75,41,17
BRCA,"('mRNA', 'MicroRNA')",PFI,1,WHITE,BLACK,651,25,149,8
BRCA,"('mRNA', 'MicroRNA')",PFI,2,WHITE,BLACK,440,39,91,14
BRCA,"('mRNA', 'MicroRNA')",PFI,3,WHITE,BLACK,320,59,67,18
BRCA,"('mRNA', 'MicroRNA')",PFI,4,WHITE,BLACK,230,72,50,23
BRCA,"('mRNA', 'MicroRNA')",PFI,5,WHITE,BLACK,171,86,37,24
BRCA,"('Protein', 'Methylation')",DFI,2,WHITE,BLACK,294,21,56,5
BRCA,"('Protein', 'Methylation')",DFI,3,WHITE,BLACK,219,28,40,6
BRCA,"('Protein', 'Methylation')",DFI,4,WHITE,BLACK,162,34,30,8
BRCA,"('Protein', 'Methylation')",DFI,5,WHITE,BLACK,118,40,23,8
BRCA,"('Protein', 'Methylation')",DSS,2,WHITE,BLACK,343,15,67,5
BRCA,"('Protein', 'Methylation')",DSS,3,WHITE,BLACK,250,28,49,8
BRCA,"('Protein', 'Methylation')",DSS,4,WHITE,BLACK,190,31,38,8
BRCA,"('Protein', 'Methylation')",DSS,5,WHITE,BLACK,146,36,29,8
BRCA,"('Protein', 'Methylation')",OS,2,WHITE,BLACK,359,22,67,6
BRCA,"('Protein', 'Methylation')",OS,3,WHITE,BLACK,265,41,49,9
BRCA,"('Protein', 'Methylation')",OS,4,WHITE,BLACK,202,51,38,10
BRCA,"('Protein', 'Methylation')",OS,5,WHITE,BLACK,154,63,29,10
BRCA,"('Protein', 'Methylation')",PFI,1,WHITE,BLACK,515,17,112,5
BRCA,"('Protein', 'Methylation')",PFI,2,WHITE,BLACK,347,35,65,8
BRCA,"('Protein', 'Methylation')",PFI,3,WHITE,BLACK,252,51,49,9
BRCA,"('Protein', 'Methylation')",PFI,4,WHITE,BLACK,186,60,37,12
BRCA,"('Protein', 'Methylation')",PFI,5,WHITE,BLACK,137,70,29,12
BRCA,"('Protein', 'MicroRNA')",DFI,2,WHITE,BLACK,302,21,57,5
BRCA,"('Protein', 'MicroRNA')",DFI,3,WHITE,BLACK,226,28,41,6
BRCA,"('Protein', 'MicroRNA')",DFI,4,WHITE,BLACK,164,34,31,8
BRCA,"('Protein', 'MicroRNA')",DFI,5,WHITE,BLACK,118,41,23,8
BRCA,"('Protein', 'MicroRNA')",DSS,2,WHITE,BLACK,359,15,68,5
BRCA,"('Protein', 'MicroRNA')",DSS,3,WHITE,BLACK,262,28,49,8
BRCA,"('Protein', 'MicroRNA')",DSS,4,WHITE,BLACK,194,32,38,8
BRCA,"('Protein', 'MicroRNA')",DSS,5,WHITE,BLACK,149,37,28,8
BRCA,"('Protein', 'MicroRNA')",OS,2,WHITE,BLACK,375,24,68,6
BRCA,"('Protein', 'MicroRNA')",OS,3,WHITE,BLACK,277,44,49,9
BRCA,"('Protein', 'MicroRNA')",OS,4,WHITE,BLACK,206,56,38,10
BRCA,"('Protein', 'MicroRNA')",OS,5,WHITE,BLACK,157,68,28,10
BRCA,"('Protein', 'MicroRNA')",PFI,1,WHITE,BLACK,540,19,113,5
BRCA,"('Protein', 'MicroRNA')",PFI,2,WHITE,BLACK,362,35,66,8
BRCA,"('Protein', 'MicroRNA')",PFI,3,WHITE,BLACK,264,53,49,9
BRCA,"('Protein', 'MicroRNA')",PFI,4,WHITE,BLACK,191,63,37,12
BRCA,"('Protein', 'MicroRNA')",PFI,5,WHITE,BLACK,140,74,28,12
BRCA,"('Protein', 'mRNA')",DFI,2,WHITE,BLACK,315,23,57,5
BRCA,"('Protein', 'mRNA')",DFI,3,WHITE,BLACK,233,31,41,6
BRCA,"('Protein', 'mRNA')",DFI,4,WHITE,BLACK,170,37,31,8
BRCA,"('Protein', 'mRNA')",DFI,5,WHITE,BLACK,122,44,23,8
BRCA,"('Protein', 'mRNA')",DSS,2,WHITE,BLACK,375,15,69,5
BRCA,"('Protein', 'mRNA')",DSS,3,WHITE,BLACK,273,28,50,8
BRCA,"('Protein', 'mRNA')",DSS,4,WHITE,BLACK,204,32,39,8
BRCA,"('Protein', 'mRNA')",DSS,5,WHITE,BLACK,155,37,29,8
BRCA,"('Protein', 'mRNA')",OS,2,WHITE,BLACK,391,24,69,6
BRCA,"('Protein', 'mRNA')",OS,3,WHITE,BLACK,288,45,50,9
BRCA,"('Protein', 'mRNA')",OS,4,WHITE,BLACK,216,57,39,10
BRCA,"('Protein', 'mRNA')",OS,5,WHITE,BLACK,163,69,29,10
BRCA,"('Protein', 'mRNA')",PFI,1,WHITE,BLACK,560,19,114,5
BRCA,"('Protein', 'mRNA')",PFI,2,WHITE,BLACK,377,37,67,8
BRCA,"('Protein', 'mRNA')",PFI,3,WHITE,BLACK,273,56,50,9
BRCA,"('Protein', 'mRNA')",PFI,4,WHITE,BLACK,199,66,38,12
BRCA,"('Protein', 'mRNA')",PFI,5,WHITE,BLACK,144,77,29,12
CESC,"('MicroRNA', 'Methylation')",DSS,4,WHITE,BLACK,42,25,8,6
CESC,"('MicroRNA', 'Methylation')",DSS,5,WHITE,BLACK,29,25,8,6
CESC,"('MicroRNA', 'Methylation')",OS,4,WHITE,BLACK,42,35,8,6
CESC,"('MicroRNA', 'Methylation')",OS,5,WHITE,BLACK,29,35,8,6
CESC,"('MicroRNA', 'Methylation')",PFI,2,WHITE,BLACK,79,29,12,6
CESC,"('MicroRNA', 'Methylation')",PFI,3,WHITE,BLACK,53,33,10,6
CESC,"('MicroRNA', 'Methylation')",PFI,4,WHITE,BLACK,38,34,8,7
CESC,"('MicroRNA', 'Methylation')",PFI,5,WHITE,BLACK,25,34,8,7
CESC,"('mRNA', 'Methylation')",DSS,4,WHITE,BLACK,42,25,8,6
CESC,"('mRNA', 'Methylation')",DSS,5,WHITE,BLACK,29,25,8,6
CESC,"('mRNA', 'Methylation')",OS,4,WHITE,BLACK,42,35,8,6
CESC,"('mRNA', 'Methylation')",OS,5,WHITE,BLACK,29,35,8,6
CESC,"('mRNA', 'Methylation')",PFI,2,WHITE,BLACK,78,29,12,6
CESC,"('mRNA', 'Methylation')",PFI,3,WHITE,BLACK,53,33,10,6
CESC,"('mRNA', 'Methylation')",PFI,4,WHITE,BLACK,38,34,8,7
CESC,"('mRNA', 'Methylation')",PFI,5,WHITE,BLACK,25,34,8,7
CESC,"('mRNA', 'MicroRNA')",DSS,4,WHITE,BLACK,45,25,9,6
CESC,"('mRNA', 'MicroRNA')",DSS,5,WHITE,BLACK,32,25,8,6
CESC,"('mRNA', 'MicroRNA')",OS,4,WHITE,BLACK,46,35,9,6
CESC,"('mRNA', 'MicroRNA')",OS,5,WHITE,BLACK,33,35,8,6
CESC,"('mRNA', 'MicroRNA')",PFI,2,WHITE,BLACK,83,30,14,7
CESC,"('mRNA', 'MicroRNA')",PFI,3,WHITE,BLACK,58,34,11,7
CESC,"('mRNA', 'MicroRNA')",PFI,4,WHITE,BLACK,42,35,9,8
CESC,"('mRNA', 'MicroRNA')",PFI,5,WHITE,BLACK,29,35,8,8
COAD,"('MicroRNA', 'Methylation')",DSS,2,WHITE,BLACK,99,16,19,9
COAD,"('MicroRNA', 'Methylation')",DSS,3,WHITE,BLACK,57,19,10,10
COAD,"('MicroRNA', 'Methylation')",DSS,4,WHITE,BLACK,37,20,6,10
COAD,"('MicroRNA', 'Methylation')",DSS,5,WHITE,BLACK,28,21,5,10
COAD,"('MicroRNA', 'Methylation')",OS,1,WHITE,BLACK,166,20,47,5
COAD,"('MicroRNA', 'Methylation')",OS,2,WHITE,BLACK,108,29,19,10
COAD,"('MicroRNA', 'Methylation')",OS,3,WHITE,BLACK,63,37,10,11
COAD,"('MicroRNA', 'Methylation')",OS,4,WHITE,BLACK,41,43,6,11
COAD,"('MicroRNA', 'Methylation')",OS,5,WHITE,BLACK,31,47,5,12
COAD,"('MicroRNA', 'Methylation')",PFI,1,WHITE,BLACK,155,23,40,12
COAD,"('MicroRNA', 'Methylation')",PFI,2,WHITE,BLACK,91,44,15,17
COAD,"('MicroRNA', 'Methylation')",PFI,3,WHITE,BLACK,49,51,6,18
COAD,"('mRNA', 'Methylation')",DSS,2,WHITE,BLACK,99,16,19,9
COAD,"('mRNA', 'Methylation')",DSS,3,WHITE,BLACK,57,19,10,10
COAD,"('mRNA', 'Methylation')",DSS,4,WHITE,BLACK,37,20,6,10
COAD,"('mRNA', 'Methylation')",DSS,5,WHITE,BLACK,28,21,5,10
COAD,"('mRNA', 'Methylation')",OS,1,WHITE,BLACK,166,20,47,5
COAD,"('mRNA', 'Methylation')",OS,2,WHITE,BLACK,108,29,19,10
COAD,"('mRNA', 'Methylation')",OS,3,WHITE,BLACK,63,37,10,11
COAD,"('mRNA', 'Methylation')",OS,4,WHITE,BLACK,41,43,6,11
COAD,"('mRNA', 'Methylation')",OS,5,WHITE,BLACK,31,47,5,12
COAD,"('mRNA', 'Methylation')",PFI,1,WHITE,BLACK,155,23,40,12
COAD,"('mRNA', 'Methylation')",PFI,2,WHITE,BLACK,91,44,15,17
COAD,"('mRNA', 'Methylation')",PFI,3,WHITE,BLACK,49,51,6,18
COAD,"('mRNA', 'MicroRNA')",DSS,2,WHITE,BLACK,159,42,19,9
COAD,"('mRNA', 'MicroRNA')",DSS,3,WHITE,BLACK,83,44,10,10
COAD,"('mRNA', 'MicroRNA')",DSS,4,WHITE,BLACK,46,46,6,10
COAD,"('mRNA', 'MicroRNA')",DSS,5,WHITE,BLACK,32,47,5,10
COAD,"('mRNA', 'MicroRNA')",OS,1,WHITE,BLACK,258,41,47,5
COAD,"('mRNA', 'MicroRNA')",OS,2,WHITE,BLACK,168,57,19,10
COAD,"('mRNA', 'MicroRNA')",OS,3,WHITE,BLACK,89,64,10,11
COAD,"('mRNA', 'MicroRNA')",OS,4,WHITE,BLACK,50,72,6,11
COAD,"('mRNA', 'MicroRNA')",OS,5,WHITE,BLACK,35,76,5,12
COAD,"('mRNA', 'MicroRNA')",PFI,1,WHITE,BLACK,242,49,40,12
COAD,"('mRNA', 'MicroRNA')",PFI,2,WHITE,BLACK,146,78,15,17
COAD,"('mRNA', 'MicroRNA')",PFI,3,WHITE,BLACK,72,87,6,18
COAD,"('Protein', 'Methylation')",DSS,2,WHITE,BLACK,82,12,15,5
COAD,"('Protein', 'Methylation')",DSS,3,WHITE,BLACK,44,16,6,6
COAD,"('Protein', 'Methylation')",OS,2,WHITE,BLACK,90,22,15,6
COAD,"('Protein', 'Methylation')",OS,3,WHITE,BLACK,50,30,6,7
COAD,"('Protein', 'Methylation')",PFI,1,WHITE,BLACK,133,18,37,8
COAD,"('Protein', 'Methylation')",PFI,2,WHITE,BLACK,77,34,12,12
COAD,"('Protein', 'MicroRNA')",DSS,2,WHITE,BLACK,120,33,15,5
COAD,"('Protein', 'MicroRNA')",DSS,3,WHITE,BLACK,61,36,6,6
COAD,"('Protein', 'MicroRNA')",OS,2,WHITE,BLACK,128,45,15,6
COAD,"('Protein', 'MicroRNA')",OS,3,WHITE,BLACK,67,52,6,7
COAD,"('Protein', 'MicroRNA')",PFI,1,WHITE,BLACK,188,39,37,8
COAD,"('Protein', 'MicroRNA')",PFI,2,WHITE,BLACK,113,60,12,12
COAD,"('Protein', 'mRNA')",DSS,2,WHITE,BLACK,134,34,15,5
COAD,"('Protein', 'mRNA')",DSS,3,WHITE,BLACK,69,37,6,6
COAD,"('Protein', 'mRNA')",OS,2,WHITE,BLACK,142,47,15,6
COAD,"('Protein', 'mRNA')",OS,3,WHITE,BLACK,75,54,6,7
COAD,"('Protein', 'mRNA')",PFI,1,WHITE,BLACK,208,41,37,8
COAD,"('Protein', 'mRNA')",PFI,2,WHITE,BLACK,126,62,12,12
COADREAD,"('MicroRNA', 'Methylation')",DSS,2,WHITE,BLACK,132,18,23,9
COADREAD,"('MicroRNA', 'Methylation')",DSS,3,WHITE,BLACK,75,21,13,10
COADREAD,"('MicroRNA', 'Methylation')",DSS,4,WHITE,BLACK,42,23,9,10
COADREAD,"('MicroRNA', 'Methylation')",DSS,5,WHITE,BLACK,31,24,7,10
COADREAD,"('MicroRNA', 'Methylation')",OS,1,WHITE,BLACK,227,25,51,5
COADREAD,"('MicroRNA', 'Methylation')",OS,2,WHITE,BLACK,146,35,23,10
COADREAD,"('MicroRNA', 'Methylation')",OS,3,WHITE,BLACK,84,45,13,11
COADREAD,"('MicroRNA', 'Methylation')",OS,4,WHITE,BLACK,48,53,9,11
COADREAD,"('MicroRNA', 'Methylation')",OS,5,WHITE,BLACK,34,59,7,12
COADREAD,"('MicroRNA', 'Methylation')",PFI,1,WHITE,BLACK,206,35,44,12
COADREAD,"('MicroRNA', 'Methylation')",PFI,2,WHITE,BLACK,120,59,19,17
COADREAD,"('MicroRNA', 'Methylation')",PFI,3,WHITE,BLACK,65,66,9,18
COADREAD,"('MicroRNA', 'Methylation')",PFI,4,WHITE,BLACK,38,68,6,19
COADREAD,"('mRNA', 'Methylation')",DSS,2,WHITE,BLACK,132,18,23,9
COADREAD,"('mRNA', 'Methylation')",DSS,3,WHITE,BLACK,75,21,13,10
COADREAD,"('mRNA', 'Methylation')",DSS,4,WHITE,BLACK,42,23,9,10
COADREAD,"('mRNA', 'Methylation')",DSS,5,WHITE,BLACK,31,24,7,10
COADREAD,"('mRNA', 'Methylation')",OS,1,WHITE,BLACK,227,25,51,5
COADREAD,"('mRNA', 'Methylation')",OS,2,WHITE,BLACK,146,35,23,10
COADREAD,"('mRNA', 'Methylation')",OS,3,WHITE,BLACK,84,45,13,11
COADREAD,"('mRNA', 'Methylation')",OS,4,WHITE,BLACK,48,53,9,11
COADREAD,"('mRNA', 'Methylation')",OS,5,WHITE,BLACK,34,59,7,12
COADREAD,"('mRNA', 'Methylation')",PFI,1,WHITE,BLACK,206,35,44,12
COADREAD,"('mRNA', 'Methylation')",PFI,2,WHITE,BLACK,120,59,19,17
COADREAD,"('mRNA', 'Methylation')",PFI,3,WHITE,BLACK,65,66,9,18
COADREAD,"('mRNA', 'Methylation')",PFI,4,WHITE,BLACK,38,68,6,19
COADREAD,"('mRNA', 'MicroRNA')",DSS,2,WHITE,BLACK,218,49,23,9
COADREAD,"('mRNA', 'MicroRNA')",DSS,3,WHITE,BLACK,116,51,13,10
COADREAD,"('mRNA', 'MicroRNA')",DSS,4,WHITE,BLACK,55,57,9,10
COADREAD,"('mRNA', 'MicroRNA')",DSS,5,WHITE,BLACK,37,58,7,10
COADREAD,"('mRNA', 'MicroRNA')",OS,1,WHITE,BLACK,363,50,51,5
COADREAD,"('mRNA', 'MicroRNA')",OS,2,WHITE,BLACK,232,69,23,10
COADREAD,"('mRNA', 'MicroRNA')",OS,3,WHITE,BLACK,125,78,13,11
COADREAD,"('mRNA', 'MicroRNA')",OS,4,WHITE,BLACK,61,91,9,11
COADREAD,"('mRNA', 'MicroRNA')",OS,5,WHITE,BLACK,40,97,7,12
COADREAD,"('mRNA', 'MicroRNA')",PFI,1,WHITE,BLACK,337,65,44,12
COADREAD,"('mRNA', 'MicroRNA')",PFI,2,WHITE,BLACK,199,100,19,17
COADREAD,"('mRNA', 'MicroRNA')",PFI,3,WHITE,BLACK,100,111,9,18
COADREAD,"('mRNA', 'MicroRNA')",PFI,4,WHITE,BLACK,51,117,6,19
COADREAD,"('Protein', 'Methylation')",DSS,2,WHITE,BLACK,104,14,17,5
COADREAD,"('Protein', 'Methylation')",DSS,3,WHITE,BLACK,53,18,7,6
COADREAD,"('Protein', 'Methylation')",OS,2,WHITE,BLACK,117,28,17,6
COADREAD,"('Protein', 'Methylation')",OS,3,WHITE,BLACK,62,38,7,7
COADREAD,"('Protein', 'Methylation')",PFI,1,WHITE,BLACK,173,27,39,8
COADREAD,"('Protein', 'Methylation')",PFI,2,WHITE,BLACK,97,46,14,12
COADREAD,"('Protein', 'MicroRNA')",DSS,2,WHITE,BLACK,163,40,17,5
COADREAD,"('Protein', 'MicroRNA')",DSS,3,WHITE,BLACK,84,43,7,6
COADREAD,"('Protein', 'MicroRNA')",OS,2,WHITE,BLACK,176,57,17,6
COADREAD,"('Protein', 'MicroRNA')",OS,3,WHITE,BLACK,93,66,7,7
COADREAD,"('Protein', 'MicroRNA')",PFI,1,WHITE,BLACK,262,51,39,8
COADREAD,"('Protein', 'MicroRNA')",PFI,2,WHITE,BLACK,152,79,14,12
COADREAD,"('Protein', 'mRNA')",DSS,2,WHITE,BLACK,180,42,17,5
COADREAD,"('Protein', 'mRNA')",DSS,3,WHITE,BLACK,95,45,7,6
COADREAD,"('Protein', 'mRNA')",OS,2,WHITE,BLACK,193,60,17,6
COADREAD,"('Protein', 'mRNA')",OS,3,WHITE,BLACK,104,69,7,7
COADREAD,"('Protein', 'mRNA')",PFI,1,WHITE,BLACK,286,55,39,8
COADREAD,"('Protein', 'mRNA')",PFI,2,WHITE,BLACK,168,83,14,12
GBM,"('Protein', 'Methylation')",DSS,1,WHITE,BLACK,72,47,11,9
GBM,"('Protein', 'Methylation')",OS,1,WHITE,BLACK,75,60,12,9
GBM,"('Protein', 'Methylation')",PFI,1,WHITE,BLACK,33,98,6,16
GBMLGG,"('MicroRNA', 'Methylation')",PFI,2,WHITE,BLACK,164,116,10,9
GBMLGG,"('mRNA', 'Methylation')",DSS,2,WHITE,BLACK,220,116,12,8
GBMLGG,"('mRNA', 'Methylation')",OS,2,WHITE,BLACK,227,128,12,8
GBMLGG,"('mRNA', 'Methylation')",PFI,1,WHITE,BLACK,329,133,17,10
GBMLGG,"('mRNA', 'Methylation')",PFI,2,WHITE,BLACK,174,200,10,15
GBMLGG,"('mRNA', 'MicroRNA')",PFI,2,WHITE,BLACK,166,116,10,9
GBMLGG,"('Protein', 'Methylation')",DSS,1,WHITE,BLACK,346,65,28,10
GBMLGG,"('Protein', 'Methylation')",DSS,2,WHITE,BLACK,193,128,14,15
GBMLGG,"('Protein', 'Methylation')",DSS,3,WHITE,BLACK,130,151,5,15
GBMLGG,"('Protein', 'Methylation')",OS,1,WHITE,BLACK,355,78,29,10
GBMLGG,"('Protein', 'Methylation')",OS,2,WHITE,BLACK,200,144,14,16
GBMLGG,"('Protein', 'Methylation')",OS,3,WHITE,BLACK,135,169,5,16
GBMLGG,"('Protein', 'Methylation')",PFI,1,WHITE,BLACK,284,147,21,19
GBMLGG,"('Protein', 'Methylation')",PFI,2,WHITE,BLACK,148,208,10,27
GBMLGG,"('Protein', 'MicroRNA')",PFI,2,WHITE,BLACK,133,92,8,8
GBMLGG,"('Protein', 'mRNA')",DSS,2,WHITE,BLACK,178,84,10,7
GBMLGG,"('Protein', 'mRNA')",OS,2,WHITE,BLACK,185,89,10,7
GBMLGG,"('Protein', 'mRNA')",PFI,1,WHITE,BLACK,267,98,15,9
GBMLGG,"('Protein', 'mRNA')",PFI,2,WHITE,BLACK,141,149,8,14
HNSC,"('MicroRNA', 'Methylation')",DSS,1,WHITE,BLACK,319,39,31,10
HNSC,"('MicroRNA', 'Methylation')",DSS,2,WHITE,BLACK,192,79,12,13
HNSC,"('MicroRNA', 'Methylation')",DSS,3,WHITE,BLACK,121,91,5,13
HNSC,"('MicroRNA', 'Methylation')",OS,1,WHITE,BLACK,331,66,33,12
HNSC,"('MicroRNA', 'Methylation')",OS,2,WHITE,BLACK,199,121,12,19
HNSC,"('MicroRNA', 'Methylation')",OS,3,WHITE,BLACK,125,142,5,21
HNSC,"('MicroRNA', 'Methylation')",PFI,1,WHITE,BLACK,286,93,29,14
HNSC,"('MicroRNA', 'Methylation')",PFI,2,WHITE,BLACK,176,131,11,19
HNSC,"('MicroRNA', 'Methylation')",PFI,3,WHITE,BLACK,113,140,5,20
HNSC,"('mRNA', 'Methylation')",DSS,1,WHITE,BLACK,319,39,30,10
HNSC,"('mRNA', 'Methylation')",DSS,2,WHITE,BLACK,192,79,12,13
HNSC,"('mRNA', 'Methylation')",DSS,3,WHITE,BLACK,121,91,5,13
HNSC,"('mRNA', 'Methylation')",OS,1,WHITE,BLACK,331,63,32,12
HNSC,"('mRNA', 'Methylation')",OS,2,WHITE,BLACK,199,118,12,19
HNSC,"('mRNA', 'Methylation')",OS,3,WHITE,BLACK,125,139,5,21
HNSC,"('mRNA', 'Methylation')",PFI,1,WHITE,BLACK,286,93,29,13
HNSC,"('mRNA', 'Methylation')",PFI,2,WHITE,BLACK,176,131,11,18
HNSC,"('mRNA', 'Methylation')",PFI,3,WHITE,BLACK,113,140,5,19
HNSC,"('mRNA', 'MicroRNA')",DSS,1,WHITE,BLACK,324,39,31,10
HNSC,"('mRNA', 'MicroRNA')",DSS,2,WHITE,BLACK,195,81,12,13
HNSC,"('mRNA', 'MicroRNA')",DSS,3,WHITE,BLACK,121,93,5,13
HNSC,"('mRNA', 'MicroRNA')",OS,1,WHITE,BLACK,336,63,33,12
HNSC,"('mRNA', 'MicroRNA')",OS,2,WHITE,BLACK,202,120,12,19
HNSC,"('mRNA', 'MicroRNA')",OS,3,WHITE,BLACK,125,141,5,21
HNSC,"('mRNA', 'MicroRNA')",PFI,1,WHITE,BLACK,289,95,30,13
HNSC,"('mRNA', 'MicroRNA')",PFI,2,WHITE,BLACK,179,134,11,18
HNSC,"('mRNA', 'MicroRNA')",PFI,3,WHITE,BLACK,113,143,5,19
HNSC,"('Protein', 'Methylation')",DSS,1,WHITE,BLACK,119,22,13,5
HNSC,"('Protein', 'Methylation')",DSS,2,WHITE,BLACK,80,42,8,6
HNSC,"('Protein', 'Methylation')",DSS,3,WHITE,BLACK,63,49,5,6
HNSC,"('Protein', 'Methylation')",OS,1,WHITE,BLACK,129,38,14,6
HNSC,"('Protein', 'Methylation')",OS,2,WHITE,BLACK,86,69,8,9
HNSC,"('Protein', 'Methylation')",OS,3,WHITE,BLACK,66,82,5,11
HNSC,"('Protein', 'Methylation')",PFI,1,WHITE,BLACK,114,40,13,6
HNSC,"('Protein', 'Methylation')",PFI,2,WHITE,BLACK,79,56,7,8
HNSC,"('Protein', 'Methylation')",PFI,3,WHITE,BLACK,63,60,5,8
HNSC,"('Protein', 'MicroRNA')",DSS,1,WHITE,BLACK,120,22,14,5
HNSC,"('Protein', 'MicroRNA')",DSS,2,WHITE,BLACK,80,43,8,6
HNSC,"('Protein', 'MicroRNA')",DSS,3,WHITE,BLACK,63,50,5,6
