Cancer Type,Feature Type,Clinical Outcome Endpoint,Event Time Threshold (Year),Source Group,Target Group,EA-Positive,EA-Negative,DDP-Positive,DDP-Negative
LIHC,"('mRNA', 'Methylation')",OS,1,WHITE,ASIAN,120,20,103,35
LIHC,"('mRNA', 'Methylation')",OS,2,WHITE,ASIAN,70,40,53,41
LIHC,"('mRNA', 'Methylation')",OS,3,WHITE,ASIAN,40,51,41,41
LIHC,"('mRNA', 'Methylation')",OS,4,WHITE,ASIAN,28,59,31,41
LIHC,"('mRNA', 'Methylation')",OS,5,WHITE,ASIAN,19,64,18,43
LIHC,"('mRNA', 'Methylation')",PFI,1,WHITE,ASIAN,82,49,79,52
LIHC,"('mRNA', 'Methylation')",PFI,2,WHITE,ASIAN,36,76,38,59
LIHC,"('mRNA', 'Methylation')",PFI,3,WHITE,ASIAN,19,84,26,64
LIHC,"('mRNA', 'Methylation')",PFI,4,WHITE,ASIAN,12,89,18,66
LIHC,"('mRNA', 'Methylation')",PFI,5,WHITE,ASIAN,8,91,8,69
LIHC,"('mRNA', 'MicroRNA')",DFI,1,WHITE,ASIAN,69,40,81,44
LIHC,"('mRNA', 'MicroRNA')",DFI,2,WHITE,ASIAN,33,60,39,51
LIHC,"('mRNA', 'MicroRNA')",DFI,3,WHITE,ASIAN,19,66,26,56
LIHC,"('mRNA', 'MicroRNA')",DFI,4,WHITE,ASIAN,11,71,18,58
LIHC,"('mRNA', 'MicroRNA')",DFI,5,WHITE,ASIAN,8,72,8,61
LIHC,"('mRNA', 'MicroRNA')",DSS,1,WHITE,ASIAN,119,7,104,18
LIHC,"('mRNA', 'MicroRNA')",DSS,2,WHITE,ASIAN,68,23,53,23
LIHC,"('mRNA', 'MicroRNA')",DSS,3,WHITE,ASIAN,40,32,41,23
LIHC,"('mRNA', 'MicroRNA')",DSS,4,WHITE,ASIAN,29,38,31,23
LIHC,"('mRNA', 'MicroRNA')",DSS,5,WHITE,ASIAN,20,43,18,24
LIHC,"('mRNA', 'MicroRNA')",OS,1,WHITE,ASIAN,121,22,105,35
LIHC,"('mRNA', 'MicroRNA')",OS,2,WHITE,ASIAN,70,43,53,41
LIHC,"('mRNA', 'MicroRNA')",OS,3,WHITE,ASIAN,41,54,41,41
LIHC,"('mRNA', 'MicroRNA')",OS,4,WHITE,ASIAN,29,62,31,41
LIHC,"('mRNA', 'MicroRNA')",OS,5,WHITE,ASIAN,20,67,18,43
LIHC,"('mRNA', 'MicroRNA')",PFI,1,WHITE,ASIAN,82,50,80,53
LIHC,"('mRNA', 'MicroRNA')",PFI,2,WHITE,ASIAN,36,77,38,60
LIHC,"('mRNA', 'MicroRNA')",PFI,3,WHITE,ASIAN,19,85,26,65
LIHC,"('mRNA', 'MicroRNA')",PFI,4,WHITE,ASIAN,12,90,18,67
LIHC,"('mRNA', 'MicroRNA')",PFI,5,WHITE,ASIAN,8,92,8,70
LIHC,"('Protein', 'Methylation')",DFI,1,WHITE,ASIAN,44,27,15,19
LIHC,"('Protein', 'Methylation')",DFI,2,WHITE,ASIAN,22,41,6,18
LIHC,"('Protein', 'Methylation')",DSS,2,WHITE,ASIAN,45,15,7,16
LIHC,"('Protein', 'Methylation')",OS,1,WHITE,ASIAN,81,12,22,26
LIHC,"('Protein', 'Methylation')",OS,2,WHITE,ASIAN,47,28,7,28
LIHC,"('Protein', 'Methylation')",PFI,1,WHITE,ASIAN,52,34,14,25
LIHC,"('Protein', 'Methylation')",PFI,2,WHITE,ASIAN,21,55,5,24
LIHC,"('Protein', 'MicroRNA')",DFI,1,WHITE,ASIAN,43,28,15,19
LIHC,"('Protein', 'MicroRNA')",DFI,2,WHITE,ASIAN,22,41,6,18
LIHC,"('Protein', 'MicroRNA')",DSS,2,WHITE,ASIAN,45,16,7,16
LIHC,"('Protein', 'MicroRNA')",OS,1,WHITE,ASIAN,81,14,22,26
LIHC,"('Protein', 'MicroRNA')",OS,2,WHITE,ASIAN,46,31,7,28
LIHC,"('Protein', 'MicroRNA')",PFI,1,WHITE,ASIAN,51,35,14,25
LIHC,"('Protein', 'MicroRNA')",PFI,2,WHITE,ASIAN,21,55,5,24
LIHC,"('Protein', 'mRNA')",DFI,1,WHITE,ASIAN,43,30,15,19
LIHC,"('Protein', 'mRNA')",DFI,2,WHITE,ASIAN,20,44,6,18
LIHC,"('Protein', 'mRNA')",DSS,2,WHITE,ASIAN,46,16,7,16
LIHC,"('Protein', 'mRNA')",OS,1,WHITE,ASIAN,84,14,22,26
LIHC,"('Protein', 'mRNA')",OS,2,WHITE,ASIAN,47,32,7,28
LIHC,"('Protein', 'mRNA')",PFI,1,WHITE,ASIAN,52,37,14,25
LIHC,"('Protein', 'mRNA')",PFI,2,WHITE,ASIAN,20,58,5,24
PanGI,"('MicroRNA', 'Methylation')",DFI,1,WHITE,ASIAN,216,15,67,33
PanGI,"('MicroRNA', 'Methylation')",DFI,2,WHITE,ASIAN,124,35,13,36
PanGI,"('MicroRNA', 'Methylation')",DSS,1,WHITE,ASIAN,418,47,100,17
PanGI,"('MicroRNA', 'Methylation')",DSS,2,WHITE,ASIAN,225,83,20,20
PanGI,"('MicroRNA', 'Methylation')",OS,1,WHITE,ASIAN,440,99,101,26
PanGI,"('MicroRNA', 'Methylation')",OS,2,WHITE,ASIAN,241,153,20,31
PanGI,"('MicroRNA', 'Methylation')",PFI,1,WHITE,ASIAN,390,106,77,40
PanGI,"('MicroRNA', 'Methylation')",PFI,2,WHITE,ASIAN,200,165,16,48
PanGI,"('mRNA', 'Methylation')",DFI,1,WHITE,ASIAN,214,15,67,33
PanGI,"('mRNA', 'Methylation')",DFI,2,WHITE,ASIAN,122,35,14,36
PanGI,"('mRNA', 'Methylation')",DSS,1,WHITE,ASIAN,416,45,100,17
PanGI,"('mRNA', 'Methylation')",DSS,2,WHITE,ASIAN,223,81,21,20
PanGI,"('mRNA', 'Methylation')",OS,1,WHITE,ASIAN,438,92,101,26
PanGI,"('mRNA', 'Methylation')",OS,2,WHITE,ASIAN,239,146,21,31
PanGI,"('mRNA', 'Methylation')",PFI,1,WHITE,ASIAN,388,103,77,40
PanGI,"('mRNA', 'Methylation')",PFI,2,WHITE,ASIAN,198,162,17,48
PanGI,"('mRNA', 'MicroRNA')",DFI,1,WHITE,ASIAN,293,19,66,33
PanGI,"('mRNA', 'MicroRNA')",DFI,2,WHITE,ASIAN,174,42,14,36
PanGI,"('mRNA', 'MicroRNA')",DSS,1,WHITE,ASIAN,583,76,99,18
PanGI,"('mRNA', 'MicroRNA')",DSS,2,WHITE,ASIAN,328,126,21,21
PanGI,"('mRNA', 'MicroRNA')",OS,1,WHITE,ASIAN,606,132,100,27
PanGI,"('mRNA', 'MicroRNA')",OS,2,WHITE,ASIAN,344,203,21,32
PanGI,"('mRNA', 'MicroRNA')",PFI,1,WHITE,ASIAN,545,147,76,41
PanGI,"('mRNA', 'MicroRNA')",PFI,2,WHITE,ASIAN,294,223,17,49
PanGI,"('Protein', 'Methylation')",DFI,1,WHITE,ASIAN,169,11,58,31
PanGI,"('Protein', 'Methylation')",DFI,2,WHITE,ASIAN,96,26,9,32
PanGI,"('Protein', 'Methylation')",DSS,1,WHITE,ASIAN,339,31,87,14
PanGI,"('Protein', 'Methylation')",DSS,2,WHITE,ASIAN,179,58,14,16
PanGI,"('Protein', 'Methylation')",OS,1,WHITE,ASIAN,360,79,87,23
PanGI,"('Protein', 'Methylation')",OS,2,WHITE,ASIAN,194,122,14,27
PanGI,"('Protein', 'Methylation')",PFI,1,WHITE,ASIAN,323,74,65,35
PanGI,"('Protein', 'Methylation')",PFI,2,WHITE,ASIAN,163,123,11,39
PanGI,"('Protein', 'MicroRNA')",DFI,1,WHITE,ASIAN,223,14,56,31
PanGI,"('Protein', 'MicroRNA')",DFI,2,WHITE,ASIAN,132,31,8,32
PanGI,"('Protein', 'MicroRNA')",DSS,1,WHITE,ASIAN,457,53,85,14
PanGI,"('Protein', 'MicroRNA')",DSS,2,WHITE,ASIAN,254,90,13,16
PanGI,"('Protein', 'MicroRNA')",OS,1,WHITE,ASIAN,479,108,85,23
PanGI,"('Protein', 'MicroRNA')",OS,2,WHITE,ASIAN,269,164,13,27
PanGI,"('Protein', 'MicroRNA')",PFI,1,WHITE,ASIAN,433,106,63,35
PanGI,"('Protein', 'MicroRNA')",PFI,2,WHITE,ASIAN,232,167,10,39
PanGI,"('Protein', 'mRNA')",DFI,1,WHITE,ASIAN,234,16,57,31
PanGI,"('Protein', 'mRNA')",DFI,2,WHITE,ASIAN,138,33,9,32
PanGI,"('Protein', 'mRNA')",DSS,1,WHITE,ASIAN,483,54,86,15
PanGI,"('Protein', 'mRNA')",DSS,2,WHITE,ASIAN,269,93,14,17
PanGI,"('Protein', 'mRNA')",OS,1,WHITE,ASIAN,504,105,86,24
PanGI,"('Protein', 'mRNA')",OS,2,WHITE,ASIAN,284,162,14,28
PanGI,"('Protein', 'mRNA')",PFI,1,WHITE,ASIAN,454,111,64,36
PanGI,"('Protein', 'mRNA')",PFI,2,WHITE,ASIAN,246,173,11,40
PanGyn,"('MicroRNA', 'Methylation')",DFI,2,WHITE,ASIAN,304,141,23,7
PanGyn,"('MicroRNA', 'Methylation')",DFI,3,WHITE,ASIAN,201,175,17,7
PanGyn,"('MicroRNA', 'Methylation')",DFI,4,WHITE,ASIAN,145,187,13,8
PanGyn,"('MicroRNA', 'Methylation')",DFI,5,WHITE,ASIAN,91,195,12,9
PanGyn,"('MicroRNA', 'Methylation')",DSS,3,WHITE,ASIAN,389,172,19,5
PanGyn,"('MicroRNA', 'Methylation')",DSS,4,WHITE,ASIAN,282,223,15,5
PanGyn,"('MicroRNA', 'Methylation')",DSS,5,WHITE,ASIAN,191,256,14,6
PanGyn,"('MicroRNA', 'Methylation')",OS,2,WHITE,ASIAN,565,146,31,5
PanGyn,"('MicroRNA', 'Methylation')",OS,3,WHITE,ASIAN,403,214,19,6
PanGyn,"('MicroRNA', 'Methylation')",OS,4,WHITE,ASIAN,286,279,15,6
PanGyn,"('MicroRNA', 'Methylation')",OS,5,WHITE,ASIAN,194,317,14,7
PanGyn,"('MicroRNA', 'Methylation')",PFI,1,WHITE,ASIAN,661,167,39,6
PanGyn,"('MicroRNA', 'Methylation')",PFI,2,WHITE,ASIAN,385,326,24,13
PanGyn,"('MicroRNA', 'Methylation')",PFI,3,WHITE,ASIAN,246,383,18,13
PanGyn,"('MicroRNA', 'Methylation')",PFI,4,WHITE,ASIAN,175,404,13,14
PanGyn,"('MicroRNA', 'Methylation')",PFI,5,WHITE,ASIAN,111,416,12,15
PanGyn,"('mRNA', 'Methylation')",DFI,2,WHITE,ASIAN,274,98,23,6
PanGyn,"('mRNA', 'Methylation')",DFI,3,WHITE,ASIAN,182,122,17,6
PanGyn,"('mRNA', 'Methylation')",DFI,4,WHITE,ASIAN,129,130,13,7
PanGyn,"('mRNA', 'Methylation')",DFI,5,WHITE,ASIAN,80,135,12,8
PanGyn,"('mRNA', 'Methylation')",DSS,3,WHITE,ASIAN,303,136,18,5
PanGyn,"('mRNA', 'Methylation')",DSS,4,WHITE,ASIAN,220,164,14,5
PanGyn,"('mRNA', 'Methylation')",DSS,5,WHITE,ASIAN,145,183,14,5
PanGyn,"('mRNA', 'Methylation')",OS,2,WHITE,ASIAN,459,122,30,5
PanGyn,"('mRNA', 'Methylation')",OS,3,WHITE,ASIAN,314,177,18,6
PanGyn,"('mRNA', 'Methylation')",OS,4,WHITE,ASIAN,224,216,14,6
PanGyn,"('mRNA', 'Methylation')",OS,5,WHITE,ASIAN,148,239,14,6
PanGyn,"('mRNA', 'Methylation')",PFI,1,WHITE,ASIAN,565,128,37,6
PanGyn,"('mRNA', 'Methylation')",PFI,2,WHITE,ASIAN,336,243,24,11
PanGyn,"('mRNA', 'Methylation')",PFI,3,WHITE,ASIAN,218,280,18,11
PanGyn,"('mRNA', 'Methylation')",PFI,4,WHITE,ASIAN,153,294,13,12
PanGyn,"('mRNA', 'Methylation')",PFI,5,WHITE,ASIAN,96,301,12,13
PanGyn,"('mRNA', 'MicroRNA')",DFI,2,WHITE,ASIAN,289,100,29,6
PanGyn,"('mRNA', 'MicroRNA')",DFI,3,WHITE,ASIAN,191,125,22,6
PanGyn,"('mRNA', 'MicroRNA')",DFI,4,WHITE,ASIAN,137,134,18,7
PanGyn,"('mRNA', 'MicroRNA')",DFI,5,WHITE,ASIAN,86,140,17,8
PanGyn,"('mRNA', 'MicroRNA')",DSS,2,WHITE,ASIAN,466,94,38,5
PanGyn,"('mRNA', 'MicroRNA')",DSS,3,WHITE,ASIAN,316,140,24,7
PanGyn,"('mRNA', 'MicroRNA')",DSS,4,WHITE,ASIAN,230,169,19,8
PanGyn,"('mRNA', 'MicroRNA')",DSS,5,WHITE,ASIAN,152,188,19,8
PanGyn,"('mRNA', 'MicroRNA')",OS,2,WHITE,ASIAN,483,124,38,7
PanGyn,"('mRNA', 'MicroRNA')",OS,3,WHITE,ASIAN,328,180,24,9
PanGyn,"('mRNA', 'MicroRNA')",OS,4,WHITE,ASIAN,235,220,19,10
PanGyn,"('mRNA', 'MicroRNA')",OS,5,WHITE,ASIAN,156,243,19,10
PanGyn,"('mRNA', 'MicroRNA')",PFI,1,WHITE,ASIAN,594,128,49,6
PanGyn,"('mRNA', 'MicroRNA')",PFI,2,WHITE,ASIAN,355,251,30,14
PanGyn,"('mRNA', 'MicroRNA')",PFI,3,WHITE,ASIAN,229,290,23,14
PanGyn,"('mRNA', 'MicroRNA')",PFI,4,WHITE,ASIAN,162,306,18,15
PanGyn,"('mRNA', 'MicroRNA')",PFI,5,WHITE,ASIAN,104,314,17,16
PanGyn,"('Protein', 'Methylation')",DFI,2,WHITE,ASIAN,247,121,17,6
PanGyn,"('Protein', 'Methylation')",DFI,3,WHITE,ASIAN,153,156,10,7
PanGyn,"('Protein', 'Methylation')",DFI,4,WHITE,ASIAN,106,165,8,8
PanGyn,"('Protein', 'Methylation')",DFI,5,WHITE,ASIAN,69,171,8,8
PanGyn,"('Protein', 'Methylation')",OS,5,WHITE,ASIAN,155,248,9,5
PanGyn,"('Protein', 'Methylation')",PFI,2,WHITE,ASIAN,299,268,18,10
PanGyn,"('Protein', 'Methylation')",PFI,3,WHITE,ASIAN,180,321,11,11
PanGyn,"('Protein', 'Methylation')",PFI,4,WHITE,ASIAN,125,334,8,12
PanGyn,"('Protein', 'Methylation')",PFI,5,WHITE,ASIAN,81,344,8,12
PanGyn,"('Protein', 'MicroRNA')",DFI,2,WHITE,ASIAN,244,113,20,6
PanGyn,"('Protein', 'MicroRNA')",DFI,3,WHITE,ASIAN,155,143,12,7
PanGyn,"('Protein', 'MicroRNA')",DFI,4,WHITE,ASIAN,110,153,10,8
PanGyn,"('Protein', 'MicroRNA')",DFI,5,WHITE,ASIAN,71,160,10,8
PanGyn,"('Protein', 'MicroRNA')",DSS,4,WHITE,ASIAN,213,162,12,5
PanGyn,"('Protein', 'MicroRNA')",DSS,5,WHITE,ASIAN,147,186,11,6
PanGyn,"('Protein', 'MicroRNA')",OS,3,WHITE,ASIAN,306,155,15,6
PanGyn,"('Protein', 'MicroRNA')",OS,4,WHITE,ASIAN,218,201,12,7
PanGyn,"('Protein', 'MicroRNA')",OS,5,WHITE,ASIAN,151,230,11,8
PanGyn,"('Protein', 'MicroRNA')",PFI,2,WHITE,ASIAN,297,245,21,12
PanGyn,"('Protein', 'MicroRNA')",PFI,3,WHITE,ASIAN,183,292,13,13
PanGyn,"('Protein', 'MicroRNA')",PFI,4,WHITE,ASIAN,130,307,10,14
PanGyn,"('Protein', 'MicroRNA')",PFI,5,WHITE,ASIAN,85,318,10,14
PanGyn,"('Protein', 'mRNA')",DFI,2,WHITE,ASIAN,232,88,20,5
PanGyn,"('Protein', 'mRNA')",DFI,3,WHITE,ASIAN,148,113,12,6
PanGyn,"('Protein', 'mRNA')",DFI,4,WHITE,ASIAN,105,119,10,7
PanGyn,"('Protein', 'mRNA')",DFI,5,WHITE,ASIAN,69,125,10,7
PanGyn,"('Protein', 'mRNA')",DSS,4,WHITE,ASIAN,179,131,11,5
PanGyn,"('Protein', 'mRNA')",DSS,5,WHITE,ASIAN,123,147,11,5
PanGyn,"('Protein', 'mRNA')",OS,3,WHITE,ASIAN,259,135,14,6
PanGyn,"('Protein', 'mRNA')",OS,4,WHITE,ASIAN,184,168,11,7
PanGyn,"('Protein', 'mRNA')",OS,5,WHITE,ASIAN,127,188,11,7
PanGyn,"('Protein', 'mRNA')",PFI,2,WHITE,ASIAN,274,197,21,10
PanGyn,"('Protein', 'mRNA')",PFI,3,WHITE,ASIAN,172,232,13,11
PanGyn,"('Protein', 'mRNA')",PFI,4,WHITE,ASIAN,121,243,10,12
PanGyn,"('Protein', 'mRNA')",PFI,5,WHITE,ASIAN,81,251,10,12
PanSCCs,"('MicroRNA', 'Methylation')",DFI,1,WHITE,ASIAN,494,33,58,24
PanSCCs,"('MicroRNA', 'Methylation')",DFI,2,WHITE,ASIAN,289,69,14,29
PanSCCs,"('MicroRNA', 'Methylation')",DFI,3,WHITE,ASIAN,166,87,6,28
PanSCCs,"('MicroRNA', 'Methylation')",DFI,4,WHITE,ASIAN,117,89,5,28
PanSCCs,"('MicroRNA', 'Methylation')",DSS,1,WHITE,ASIAN,946,120,89,6
PanSCCs,"('MicroRNA', 'Methylation')",DSS,2,WHITE,ASIAN,546,236,20,12
PanSCCs,"('MicroRNA', 'Methylation')",DSS,3,WHITE,ASIAN,331,279,8,11
PanSCCs,"('MicroRNA', 'Methylation')",DSS,4,WHITE,ASIAN,231,292,6,12
PanSCCs,"('MicroRNA', 'Methylation')",DSS,5,WHITE,ASIAN,153,299,5,12
PanSCCs,"('MicroRNA', 'Methylation')",OS,1,WHITE,ASIAN,991,203,89,14
PanSCCs,"('MicroRNA', 'Methylation')",OS,2,WHITE,ASIAN,573,373,20,23
PanSCCs,"('MicroRNA', 'Methylation')",OS,3,WHITE,ASIAN,349,443,8,23
PanSCCs,"('MicroRNA', 'Methylation')",OS,4,WHITE,ASIAN,246,470,6,24
PanSCCs,"('MicroRNA', 'Methylation')",OS,5,WHITE,ASIAN,165,483,5,25
PanSCCs,"('MicroRNA', 'Methylation')",PFI,1,WHITE,ASIAN,869,261,64,32
PanSCCs,"('MicroRNA', 'Methylation')",PFI,2,WHITE,ASIAN,494,388,14,41
PanSCCs,"('MicroRNA', 'Methylation')",PFI,3,WHITE,ASIAN,303,428,6,40
PanSCCs,"('MicroRNA', 'Methylation')",PFI,4,WHITE,ASIAN,214,442,5,40
PanSCCs,"('mRNA', 'Methylation')",DFI,1,WHITE,ASIAN,493,35,59,24
PanSCCs,"('mRNA', 'Methylation')",DFI,2,WHITE,ASIAN,291,69,14,29
PanSCCs,"('mRNA', 'Methylation')",DFI,3,WHITE,ASIAN,168,88,6,28
PanSCCs,"('mRNA', 'Methylation')",DFI,4,WHITE,ASIAN,119,90,5,28
PanSCCs,"('mRNA', 'Methylation')",DSS,1,WHITE,ASIAN,948,121,90,6
PanSCCs,"('mRNA', 'Methylation')",DSS,2,WHITE,ASIAN,548,237,20,12
PanSCCs,"('mRNA', 'Methylation')",DSS,3,WHITE,ASIAN,335,279,8,11
PanSCCs,"('mRNA', 'Methylation')",DSS,4,WHITE,ASIAN,234,293,6,12
PanSCCs,"('mRNA', 'Methylation')",DSS,5,WHITE,ASIAN,155,301,5,12
PanSCCs,"('mRNA', 'Methylation')",OS,1,WHITE,ASIAN,994,206,90,14
PanSCCs,"('mRNA', 'Methylation')",OS,2,WHITE,ASIAN,576,376,20,23
PanSCCs,"('mRNA', 'Methylation')",OS,3,WHITE,ASIAN,354,445,8,23
PanSCCs,"('mRNA', 'Methylation')",OS,4,WHITE,ASIAN,249,474,6,24
PanSCCs,"('mRNA', 'Methylation')",OS,5,WHITE,ASIAN,167,488,5,25
PanSCCs,"('mRNA', 'Methylation')",PFI,1,WHITE,ASIAN,870,264,65,32
PanSCCs,"('mRNA', 'Methylation')",PFI,2,WHITE,ASIAN,499,388,14,41
PanSCCs,"('mRNA', 'Methylation')",PFI,3,WHITE,ASIAN,307,430,6,40
PanSCCs,"('mRNA', 'Methylation')",PFI,4,WHITE,ASIAN,217,444,5,40
PanSCCs,"('mRNA', 'MicroRNA')",DFI,1,WHITE,ASIAN,544,37,58,24
PanSCCs,"('mRNA', 'MicroRNA')",DFI,2,WHITE,ASIAN,334,78,14,29
PanSCCs,"('mRNA', 'MicroRNA')",DFI,3,WHITE,ASIAN,201,98,6,28
PanSCCs,"('mRNA', 'MicroRNA')",DFI,4,WHITE,ASIAN,146,100,5,28
PanSCCs,"('mRNA', 'MicroRNA')",DSS,1,WHITE,ASIAN,1026,128,91,6
PanSCCs,"('mRNA', 'MicroRNA')",DSS,2,WHITE,ASIAN,610,253,22,12
PanSCCs,"('mRNA', 'MicroRNA')",DSS,3,WHITE,ASIAN,379,302,10,11
PanSCCs,"('mRNA', 'MicroRNA')",DSS,4,WHITE,ASIAN,265,315,8,12
PanSCCs,"('mRNA', 'MicroRNA')",DSS,5,WHITE,ASIAN,178,324,6,12
PanSCCs,"('mRNA', 'MicroRNA')",OS,1,WHITE,ASIAN,1084,221,92,15
PanSCCs,"('mRNA', 'MicroRNA')",OS,2,WHITE,ASIAN,646,404,22,25
PanSCCs,"('mRNA', 'MicroRNA')",OS,3,WHITE,ASIAN,405,482,10,25
PanSCCs,"('mRNA', 'MicroRNA')",OS,4,WHITE,ASIAN,286,512,8,26
PanSCCs,"('mRNA', 'MicroRNA')",OS,5,WHITE,ASIAN,193,530,6,27
PanSCCs,"('mRNA', 'MicroRNA')",PFI,1,WHITE,ASIAN,953,282,67,32
PanSCCs,"('mRNA', 'MicroRNA')",PFI,2,WHITE,ASIAN,561,418,16,41
PanSCCs,"('mRNA', 'MicroRNA')",PFI,3,WHITE,ASIAN,354,464,8,40
PanSCCs,"('mRNA', 'MicroRNA')",PFI,4,WHITE,ASIAN,251,480,7,40
PanSCCs,"('Protein', 'Methylation')",DFI,1,WHITE,ASIAN,328,22,47,24
PanSCCs,"('Protein', 'Methylation')",DFI,2,WHITE,ASIAN,195,51,9,27
PanSCCs,"('Protein', 'Methylation')",DSS,1,WHITE,ASIAN,578,79,76,5
PanSCCs,"('Protein', 'Methylation')",DSS,2,WHITE,ASIAN,345,152,15,9
PanSCCs,"('Protein', 'Methylation')",OS,1,WHITE,ASIAN,616,141,76,11
PanSCCs,"('Protein', 'Methylation')",OS,2,WHITE,ASIAN,367,255,15,17
PanSCCs,"('Protein', 'Methylation')",PFI,1,WHITE,ASIAN,541,164,52,30
PanSCCs,"('Protein', 'Methylation')",PFI,2,WHITE,ASIAN,314,249,9,37
PanSCCs,"('Protein', 'MicroRNA')",DFI,1,WHITE,ASIAN,362,24,46,24
PanSCCs,"('Protein', 'MicroRNA')",DFI,2,WHITE,ASIAN,222,59,9,27
PanSCCs,"('Protein', 'MicroRNA')",DSS,1,WHITE,ASIAN,626,84,77,5
PanSCCs,"('Protein', 'MicroRNA')",DSS,2,WHITE,ASIAN,383,161,17,9
PanSCCs,"('Protein', 'MicroRNA')",DSS,3,WHITE,ASIAN,252,196,6,8
PanSCCs,"('Protein', 'MicroRNA')",DSS,4,WHITE,ASIAN,189,207,5,9
PanSCCs,"('Protein', 'MicroRNA')",OS,1,WHITE,ASIAN,668,148,78,11
PanSCCs,"('Protein', 'MicroRNA')",OS,2,WHITE,ASIAN,407,268,17,18
PanSCCs,"('Protein', 'MicroRNA')",OS,3,WHITE,ASIAN,268,325,6,17
PanSCCs,"('Protein', 'MicroRNA')",OS,4,WHITE,ASIAN,202,343,5,18
PanSCCs,"('Protein', 'MicroRNA')",PFI,1,WHITE,ASIAN,591,172,54,30
PanSCCs,"('Protein', 'MicroRNA')",PFI,2,WHITE,ASIAN,349,266,11,37
PanSCCs,"('Protein', 'mRNA')",DFI,1,WHITE,ASIAN,365,26,47,24
PanSCCs,"('Protein', 'mRNA')",DFI,2,WHITE,ASIAN,226,59,9,27
PanSCCs,"('Protein', 'mRNA')",DSS,1,WHITE,ASIAN,636,85,78,5
PanSCCs,"('Protein', 'mRNA')",DSS,2,WHITE,ASIAN,388,164,17,9
PanSCCs,"('Protein', 'mRNA')",DSS,3,WHITE,ASIAN,257,198,6,8
PanSCCs,"('Protein', 'mRNA')",DSS,4,WHITE,ASIAN,192,210,5,9
PanSCCs,"('Protein', 'mRNA')",OS,1,WHITE,ASIAN,679,154,79,11
PanSCCs,"('Protein', 'mRNA')",OS,2,WHITE,ASIAN,413,276,17,18
PanSCCs,"('Protein', 'mRNA')",OS,3,WHITE,ASIAN,273,332,6,17
PanSCCs,"('Protein', 'mRNA')",OS,4,WHITE,ASIAN,205,352,5,18
PanSCCs,"('Protein', 'mRNA')",PFI,1,WHITE,ASIAN,599,176,55,30
PanSCCs,"('Protein', 'mRNA')",PFI,2,WHITE,ASIAN,357,268,11,37
STAD,"('MicroRNA', 'Methylation')",DFI,1,WHITE,ASIAN,112,11,40,15
STAD,"('MicroRNA', 'Methylation')",DFI,2,WHITE,ASIAN,53,23,12,16
STAD,"('MicroRNA', 'Methylation')",DSS,1,WHITE,ASIAN,148,22,55,12
STAD,"('MicroRNA', 'Methylation')",DSS,2,WHITE,ASIAN,64,44,17,15
STAD,"('MicroRNA', 'Methylation')",OS,1,WHITE,ASIAN,151,52,56,18
STAD,"('MicroRNA', 'Methylation')",OS,2,WHITE,ASIAN,65,83,17,22
STAD,"('MicroRNA', 'Methylation')",PFI,1,WHITE,ASIAN,133,45,48,19
STAD,"('MicroRNA', 'Methylation')",PFI,2,WHITE,ASIAN,54,70,15,24
STAD,"('mRNA', 'Methylation')",DFI,1,WHITE,ASIAN,110,11,39,15
STAD,"('mRNA', 'Methylation')",DFI,2,WHITE,ASIAN,51,23,13,16
STAD,"('mRNA', 'Methylation')",DSS,1,WHITE,ASIAN,146,20,54,12
STAD,"('mRNA', 'Methylation')",DSS,2,WHITE,ASIAN,62,42,18,15
STAD,"('mRNA', 'Methylation')",OS,1,WHITE,ASIAN,149,45,55,18
STAD,"('mRNA', 'Methylation')",OS,2,WHITE,ASIAN,63,76,18,22
STAD,"('mRNA', 'Methylation')",PFI,1,WHITE,ASIAN,131,42,47,19
STAD,"('mRNA', 'Methylation')",PFI,2,WHITE,ASIAN,52,67,16,24
STAD,"('mRNA', 'MicroRNA')",DFI,1,WHITE,ASIAN,116,11,38,15
STAD,"('mRNA', 'MicroRNA')",DFI,2,WHITE,ASIAN,56,23,12,16
STAD,"('mRNA', 'MicroRNA')",DSS,1,WHITE,ASIAN,168,23,53,13
STAD,"('mRNA', 'MicroRNA')",DSS,2,WHITE,ASIAN,76,48,17,16
STAD,"('mRNA', 'MicroRNA')",OS,1,WHITE,ASIAN,172,54,54,19
STAD,"('mRNA', 'MicroRNA')",OS,2,WHITE,ASIAN,77,89,17,23
STAD,"('mRNA', 'MicroRNA')",PFI,1,WHITE,ASIAN,150,49,46,20
STAD,"('mRNA', 'MicroRNA')",PFI,2,WHITE,ASIAN,65,77,15,25
STAD,"('Protein', 'Methylation')",DFI,1,WHITE,ASIAN,93,8,31,13
STAD,"('Protein', 'Methylation')",DFI,2,WHITE,ASIAN,44,20,8,13
STAD,"('Protein', 'Methylation')",DSS,1,WHITE,ASIAN,126,14,42,10
STAD,"('Protein', 'Methylation')",DSS,2,WHITE,ASIAN,55,34,11,12
STAD,"('Protein', 'Methylation')",OS,1,WHITE,ASIAN,129,43,42,16
STAD,"('Protein', 'Methylation')",OS,2,WHITE,ASIAN,56,72,11,19
STAD,"('Protein', 'Methylation')",PFI,1,WHITE,ASIAN,114,33,36,15
STAD,"('Protein', 'Methylation')",PFI,2,WHITE,ASIAN,47,57,10,17
